id,sentence,difficulty;;;;;;;;;;;;
"4536,""Le sigle AOP est donc une garantie pour le consommateur que la production de lait, le caillage, l'égouttage, le salage, le moulage, le pressage, l'affinage et pour certains le lavage aient bien eu lieu dans la zone géographique de l'appellation."",B2";;;;;;;;;;;;
4537,Je vais choisir un restaurant pour savourer un bon repas après cette journée bien remplie,B1;;;;;;;;;;;;
"4538,""Une appellation introduite en 1972, très pratique à utiliser dans le cadre des magazines télévisés ou des hebdomadaires de société, puisqu'en deux mots tout est dit."",B2";;;;;;;;;;;;
"4539,""Elle me dit toujours qu'il faut lui parler de mes problèmes, mais quand j'en parle, elle s'énerve contre moi et on finit par se disputer."",A2";;;;;;;;;;;;
4540,J'essayai donc de mille manières de fixer son attention.,B2;;;;;;;;;;;;
"4541,""Dans le premier article, j'ai décrit les faits stylisés des rendements des actifs."",B2";;;;;;;;;;;;
"4542,""C'est une question de vie ou de mort, martèle Sheila Watt-Cloutier."",C1";;;;;;;;;;;;
"4543,""Fait tristement révélateur, dans sa lettre de félicitations à Barack Obama pour sa réélection, François Hollande a écrit """"friendly"""" pour """"amicalement"""" : c'est tout simplement un non-sens"",C2";;;;;;;;;;;;
4544,Je travaille pour un magazine de mode américain,A1;;;;;;;;;;;;
"4545,""La communauté d'héritier a la qualité de contribuable, ainsi le revenu et la fortune nets de la société sont attribués aux personnes physiques formant la communauté d'héritiers, sauf pour le canton du Tessin où c'est l'hoirie qui est imposée !"",C2";;;;;;;;;;;;
"4546,""Le serveur : Bonsoir Mesdames, qu'est-ce que vous voulez boire ?"",A2";;;;;;;;;;;;
"4547,""En ville, il y a des magasins, on peut rencontrer facilement d'autres personnes et c'est en ville qu'on trouve les meilleures écoles pour ses enfants"",B1";;;;;;;;;;;;
"4548,""Les types de dette comprennent les leasings pour véhicule, les petits crédits ou crédits à la consommation, les achats par acomptes, les dettes auprès de la famille ou des amis, les hypothèques sur résidence secondaire, les arriérés de paiement ainsi que les comptes à découvert et les factures impayées sur les cartes de crédit."",C2";;;;;;;;;;;;
4549,Le visa de court séjour est délivré pour 3 mois au plus,C1;;;;;;;;;;;;
"4550,""Dans cet extrait, Dieu lie la souffrance au travail de manière puissante car il s'agit en quelque sorte d'une malédiction prononcée par cet être divin"",C2";;;;;;;;;;;;
4551,Puis il précise : Je n'ai jamais cherché à corriger ou à accentuer mon accent.,B1;;;;;;;;;;;;
4552,Je perdais mon temps : je ne faisais rien d'utile à la société moderne.,B1;;;;;;;;;;;;
"4553,""Après son repas, il retourne à la salle de bain pour se brosser les dents et pour aller aux toilettes."",A2";;;;;;;;;;;;
"4554,""Soudain, il entendit une voix qui lui disait de s'approcher."",B1";;;;;;;;;;;;
"4555,""Je suis, avec un peu de mépris peut-être, votre très humble servante,"""" Gina Pietranera."",C1";;;;;;;;;;;;
"4556,""Aux États-Unis, on fêtera Thanksgiving le quatrième jeudi de novembre"",B2";;;;;;;;;;;;
4557,Tout savoir avant d'adopter un chat.,A2;;;;;;;;;;;;
4558,Une petite fille : Là ils [ne] comprennent pas notre langue parce qu'ils [ne] parlent pas,A2;;;;;;;;;;;;
"4559,""L'absence de professeurs formés en nombre suffisant est également un frein pour beaucoup de ses adversaires, qui la jugent infaisable."",C2";;;;;;;;;;;;
4560,J'ai vu son nom sur la boîte aux lettres.,A2;;;;;;;;;;;;
"4561,""Son utilisation dans des véhicules de série reste néanmoins minoritaire, principalement en raison de sa consommation importante et de problèmes d'étanchéité inhérents à la géométrie complexe du stator."",C2";;;;;;;;;;;;
4562,Il va à l'école des petits.,A1;;;;;;;;;;;;
"4563,""Si les individus les trouvent divertissants à court terme, ils sont susceptibles d'éprouver, au final, de la culpabilité liée, soit au fait qu'ils ont négligé d'autres tâches plus importantes à effectuer, soit à des sentiments négatifs proches de ceux ressentis lors de comportements de procrastination."",C1";;;;;;;;;;;;
"4564,""Ensuite, je suis sorti."",A2";;;;;;;;;;;;
"4565,""Lucie entama d'un air brave sa cavatine en sol majeur ";" elle se plaignait d'amour, elle demandait des ailes."",B2";;;;;;;;;;;
"4566,""Un patient se présentant aux urgences, peut recevoir un début de traitement puis avoir une prescription."",B2";;;;;;;;;;;;
4567,À quelle heure on part,A1;;;;;;;;;;;;
"4568,""Dans les quartiers, certains voisins s'entendent pour ouvrir la porte aux enfants et font donc une provision de bonbons au cas où un groupe de mini sorcières sonnerait à la porte"",B2";;;;;;;;;;;;
4569,Jamais auparavant l'humanité n'avait produit autant de nourriture.,B2;;;;;;;;;;;;
4570,Qu'est-ce que vous faites ?,A1;;;;;;;;;;;;
"4571,""J'ai intérêt à réussir à mes examens, sinon mes parents seront fâchés, car il n'y a rien de plus important pour eux."",B1";;;;;;;;;;;;
4572,Je suis malade,A1;;;;;;;;;;;;
"4573,""Là, c'est le bureau de notre manageur."",A1";;;;;;;;;;;;
"4574,""Le chat, le nouveau """"meilleur ami de l'homme""""."",A2";;;;;;;;;;;;
"4575,""Eurojust, l'agence européenne qui coordonne la tenue des procès de l'Union européenne, organisera dans les prochaines semaines une réunion afin de trouver une solution à ce problème."",C1";;;;;;;;;;;;
4576,Les négociateurs du Congrès de Vienne établirent un système international nouveau que l'on appela tout au long du XIXe siècle Concert européen.,C2;;;;;;;;;;;;
4577,Oh oui !,A1;;;;;;;;;;;;
4578,Cet expert affirme que le jeu vidéo permet un meilleur développement de l'enfant.,B2;;;;;;;;;;;;
"4579,""Le temps devient de plus en plus frais, il commence à y avoir de la pluie et du vent."",A1";;;;;;;;;;;;
"4580,""Bien entendu, nous sommes conscients des inconvénients que cela peut entraîner : en s'adressant à des sous-traitants, nous courons le risque de perdre une partie de nos secrets de fabrication et de voir surgir des problèmes dans la qualité du service rendu, tels que le non-respect du cahier des charges."",B2";;;;;;;;;;;;
4581,Savez-vous que des mouchards s'enregistrent à votre insu?,C1;;;;;;;;;;;;
"4582,""Je suis dans le bus, j'arrive dans 5 minutes."",A1";;;;;;;;;;;;
4583,Tu ne comprends pas.,A1;;;;;;;;;;;;
"4584,""Aussitôt que le registre du commerce aura reçu le dossier de modification, la plate-forme vous enverra une réponse électronique appelée accusé de réception ."",B2";;;;;;;;;;;;
4585,Elle est entrée.,A1;;;;;;;;;;;;
"4586,""La carte d'occupation du sol et la photographie aérienne indiquent que ce couloir correspond à une coupure au sein d'un massif boisé ";" à priori, par sa configuration, cette zone correspond bien à un lieu d'intervention possible, puisque le caractère étroit du passage est adapté à une tentative de """"barrière"""" contre les campagnols terrestres."",C1";;;;;;;;;;;
"4587,""En épaississant ainsi son passé, le Monde contemporain multiplie et diversifie ses héritages."",C2";;;;;;;;;;;;
"4588,""Serveur : je vais leur demander de se calmer, pour que vous puissiez profiter de votre repas dans le calme."",A2";;;;;;;;;;;;
4589,Du haut de cette colline la vue sur Marseille est remarquable,B1;;;;;;;;;;;;
"4590,""une requête est une demande, une sollicitation, une prière."",B1";;;;;;;;;;;;
"4591,""Les genoux au menton, les bras croisés sur la poitrine, il se fit boule pour mieux interroger le mot qui ne quittait jamais longtemps sa pensée."",C1";;;;;;;;;;;;
4592,La liberté comme condition de l'acte éthique,C2;;;;;;;;;;;;
"4593,""L'hospitalité est l'action de recevoir une personne chez soi, de l'accueillir de manière bienveillante, de le loger gratuitement."",B1";;;;;;;;;;;;
4594,Tu me manques beaucoup,A1;;;;;;;;;;;;
"4595,""Tous les prix sont affichés, mais si besoin, j'ai mis la liste des prix à côté de la caisse."",A2";;;;;;;;;;;;
"4596,""Début février, ses 15 membres avaient publié une déclaration commune qui exprimait leur préoccupation sans toutefois condamner le coup d'Etat, Pékin et Moscou, alliés traditionnels de l'armée birmane, s'opposant à une telle formulation."",C1";;;;;;;;;;;;
"4597,""Devenons poétiquement exaltés pour juger un idéaliste et prouvons-lui que son rêve est médiocre, banal, pas assez fou ou magnifique."",C1";;;;;;;;;;;;
"4598,""Très bien, et est-ce que vous avez un téléphone portable ?"",A2";;;;;;;;;;;;
"4599,""Julie : pas avec la table, mais avec ceux de la table d'à côté ";" ils parlent très fort."",A2";;;;;;;;;;;
"4600,""Par conséquent, l'entrée dans la liberté authentique, par opposition avec la liberté illusoire des désirs infinis, c'est l'entrée dans une véritable autonomie et c'est pouvoir devenir responsable de ses actes et pouvoir en répondre"",C2";;;;;;;;;;;;
4601,Est-ce que tu comprends?,A1;;;;;;;;;;;;
"4602,""Pendant que la salle se remplit petit à petit, un étage en-dessous, c'est l'effervescence"",A2";;;;;;;;;;;;
"4603,""Tout petit, quand j'étais malade, eh bien, on mettait Blanche Neige dans mon lit pour m'endormir le soir."",A2";;;;;;;;;;;;
"4604,""Dans son livre Guide de survie pour accros aux écrans (2015), le psychiatre Serge Tisseron déconseille plus particulièrement les écrans avant le coucher."",C1";;;;;;;;;;;;
4605,La fête de Pâques en France est une fête de tradition catholique,B1;;;;;;;;;;;;
"4606,""Ces théories ne sont pas universellement reçues et les discussions se poursuivent jusqu'au XIXe "; c'est l'invention du microscope qui permet d'étudier l'oeuf animal ; en 1827, Baer identifie l'oeuf des mammifères : c'est un élément contenu à l'intérieur de la vésicule de Graaf ; bientôt on put en étudier la segmentation ; en 1835 furent découverts le sarcome, c'est-à-dire le protoplasme, puis la cellule ; et en 1877 fut réalisée une observation qui montrait la pénétration du spermatozoïde dans l'oeuf de l'étoile de mer ; à partir de là fut établie la symétrie des noyaux des deux gamètes ;" le détail de leur fusion a été analysé pour la première fois en 1883 par un zoologiste belge."",C2";;;;;
"4607,""C'est le cas également de nombreuses ONG qui, dans des dizaines de pays, viennent en aide aux enfants-soldats, assurant leur protection et leur garantissant, quand c'est possible, un suivi médical et une scolarisation."",B1";;;;;;;;;;;;
"4608,""J'aimerais bien continuer mes études au lycée et puis à l'université, peut-être."",B1";;;;;;;;;;;;
"4609,""Elle va lutter contre les """"fake news"""", ces """"fausses nouvelles"""" qui troubleraient le jugement des honnêtes citoyens au point de les pousser dans les bras des affreux populistes, tels que le méchant Donald Trump ou les infâmes """"Brexiters"""" d'outre-Manche."",C1";;;;;;;;;;;;
4610,J'ai deux voisins.,A1;;;;;;;;;;;;
"4611,""L'invincible sommeil m'a saisi, suivi bientôt de l'atroce réveil."",B2";;;;;;;;;;;;
"4612,""En Grande-Bretagne, en Suède, en Finlande ou encore en Allemagne, les établissements séparent parfois filles et garçons, dans les matières scientifiques notamment, où le sexe féminin est sous-représenté."",C1";;;;;;;;;;;;
4613,Ces nouvelles contraintes vont-elles mettre un terme au développement de la trottinette,B2;;;;;;;;;;;;
4614,Elle est très jolie.,B1;;;;;;;;;;;;
"4615,""En cette grande occasion, pour accomplir ce voyage politique, le marquis remettait à son fils quatre écus, et, suivant l'usage, ne donnait rien à sa femme, qui le menait."",C1";;;;;;;;;;;;
4616,Je suis content car je ne le vois pas souvent,A2;;;;;;;;;;;;
"4617,""On comprend qu'une semblable manière de composer, si différente de l'ancien procédé visible à tous les yeux";" déroute souvent les critiques, et qu'ils ne découvrent pas tous les fils si minces, si secrets, presque invisibles, employés par certains artistes modernes à la place de la ficelle unique qui avait nom : l'Intrigue."",C1";;;;;;;;;;;
"4618,""Il se réveilla seulement quand il entendit un bruit étrange, et quand il ouvrit les yeux, il vit que tous les serpents étaient réveillés."",B1";;;;;;;;;;;;
"4619,""Pour Descartes, cette liberté d'indifférence, bien que considérée comme """"le plus bas degré de la liberté"""", témoigne en même temps d'un pur libre arbitre qui apparente l'homme à Dieu (Méditation quatrième)"",C2";;;;;;;;;;;;
"4620,""Alors que nombre d'auteurs de polars et de thrillers persistent à tourner ad nauseam autour de disparitions d'enfants ou de sévices infligés par des tueurs en série, une poignée d'entre eux s'efforce de combler quelques angles morts de la criminalité contemporaine."",C1";;;;;;;;;;;;
4621,Mais une jeune femme s'avança en jetant une bourse à un écuyer vert.,C1;;;;;;;;;;;;
"4622,""À part ça, je fais du sport trois ou quatre fois par semaine."",A2";;;;;;;;;;;;
"4623,""Waf, waf, je veux rentrer à la maison, chez Alice."",A1";;;;;;;;;;;;
"4624,""Non, juste quelques minutes."",A2";;;;;;;;;;;;
"4625,""Concentrés toute l'année sur les résultats scolaires de leurs enfants, les parents ne sont pas prêts à laisser le bains de mer ou de soleil délaver les tables de multiplication, les plus-que-parfait de l'indicatif et autres théorèmes de géométrie si chèrement acquis."",C2";;;;;;;;;;;;
4626,Cette maison vient d'être vendue à des Hollandais,B1;;;;;;;;;;;;
4627,Les voici en sept points.,A1;;;;;;;;;;;;
4628,J'aime courir sous la pluie.,A1;;;;;;;;;;;;
4629,Cet auteur tellement lu pour sa Grammaire impertinente propose aussi des Jeux pour lire vite.,C2;;;;;;;;;;;;
4630,Vous allez bientôt avoir une grande surprise !,A1;;;;;;;;;;;;
"4631,""Malgré cela, des protestataires continuent à descendre dans les rues pour demander le départ des généraux putschistes et la libération des centaines de détenus emprisonnés ces dernières semaines."",C1";;;;;;;;;;;;
"4632,""S'il y a des nuages avec de la pluie sur la carte, c'est qu'il va pleuvoir et qu'il y a des risques de tempête ou de grêle"",B1";;;;;;;;;;;;
"4633,""Après un trajet en bus, il est heureux de retrouver la mer"",B1";;;;;;;;;;;;
"4634,""Le lait collecté pour le roquefort est délimité dans un territoire d'un rayon de 100 kilomètres autour du village de Roquefort-sur-Soulzon situé dans l'Aveyron et nulle part ailleurs, sinon ce n'est plus du roquefort."",B2";;;;;;;;;;;;
"4635,""Et l'abattage d'un tiers du troupeau de Yellowstone, à l'hiver 1996-1997, par les éleveurs de bétail du Montana, a meurtri les tribus indiennes."",C1";;;;;;;;;;;;
"4636,""C'est la commémoration, c'est-à-dire la fête anniversaire, de la fin de la Seconde Guerre mondiale."",A2";;;;;;;;;;;;
4637,Vous êtes prêt à entrer dans cette histoire ?,A2;;;;;;;;;;;;
4638,Les grands-parents de nos enfants aiment passer du temps avec nous lors des vacances.,A1;;;;;;;;;;;;
"4639,""Donner leur chance aux documentaires, les faire exister en salle, telle est la mission en temps normal de l'association Documentaire sur grand écran, créée en 1991."",C1";;;;;;;;;;;;
4640,Tu fais tes devoirs.,A1;;;;;;;;;;;;
4641,On se retrouve aujourd'hui exactement dans la situation qu'on redoutait : le gouvernement transforme les mesures pour satisfaire certains intérêts économiques.,C1;;;;;;;;;;;;
